Cohort,Model,Threshold,Threshold Type,Accuracy,F1 Score,Precision,Recall,Specificity,ROC AUC,PR AUC,Brier Score,ACT-Parity Gap,FNR Gap,FPR Gap,Net Benefit,Acceptable Threshold,Valid Threshold,Exclusion Reason,Predicted Positive Count,Predicted Negative Count
Nationwide Cohort,XGBoost with ACT-parity,0.1,Sweep,0.3102,0.2703,0.1565,0.9919,0.2094,0.8136,0.3963,0.1723,0.2585,0.2606,0.2924,0.0512,False,True,None,55409,12453
Nationwide Cohort,XGBoost with ACT-parity,0.11,Sweep,0.3275,0.2748,0.1595,0.9891,0.2296,0.8136,0.3963,0.1723,0.2558,0.2581,0.2788,0.0445,False,True,None,54191,13671
Nationwide Cohort,XGBoost with ACT-parity,0.12,Sweep,0.3444,0.2792,0.1627,0.9859,0.2496,0.8136,0.3963,0.1723,0.2526,0.2556,0.273,0.0378,False,True,None,52983,14879
Nationwide Cohort,XGBoost with ACT-parity,0.13,Sweep,0.3624,0.2841,0.1661,0.982,0.2708,0.8136,0.3963,0.1723,0.2487,0.2523,0.279,0.0316,False,True,None,51693,16169
Nationwide Cohort,XGBoost with ACT-parity,0.14,Sweep,0.3798,0.2889,0.1695,0.978,0.2913,0.8136,0.3963,0.1723,0.2447,0.2488,0.2646,0.0255,False,True,None,50448,17414
Nationwide Cohort,XGBoost with ACT-parity,0.15,Sweep,0.3972,0.2938,0.173,0.9733,0.3121,0.8136,0.3963,0.1723,0.24,0.2441,0.278,0.0196,False,True,None,49180,18682
Nationwide Cohort,XGBoost with ACT-parity,0.16,Sweep,0.4147,0.2989,0.1767,0.9688,0.3327,0.8136,0.3963,0.1723,0.2354,0.2396,0.2705,0.0141,False,True,None,47918,19944
Nationwide Cohort,XGBoost with ACT-parity,0.17,Sweep,0.4311,0.304,0.1804,0.9644,0.3523,0.8136,0.3963,0.1723,0.2311,0.2349,0.2576,0.0086,False,True,None,46723,21139
Nationwide Cohort,XGBoost with ACT-parity,0.18,Sweep,0.4479,0.3094,0.1844,0.96,0.3722,0.8136,0.3963,0.1723,0.36,0.3638,0.2408,0.0036,False,True,None,45507,22355
Nationwide Cohort,XGBoost with ACT-parity,0.19,Sweep,0.4637,0.3145,0.1883,0.9554,0.391,0.8136,0.3963,0.1723,0.3554,0.3595,0.2292,-0.0014,False,True,None,44358,23504
Nationwide Cohort,XGBoost with ACT-parity,0.2,Sweep,0.4786,0.3192,0.1919,0.9491,0.409,0.8136,0.3963,0.1723,0.3491,0.3531,0.221,-0.0065,False,True,None,43234,24628
Nationwide Cohort,XGBoost with ACT-parity,0.21,Sweep,0.4921,0.3236,0.1953,0.9431,0.4255,0.8136,0.3963,0.1723,0.3431,0.3478,0.2112,-0.0116,False,True,None,42211,25651
Nationwide Cohort,XGBoost with ACT-parity,0.22,Sweep,0.5053,0.3279,0.1987,0.937,0.4415,0.8136,0.3963,0.1723,0.337,0.341,0.2053,-0.0165,False,True,None,41209,26653
Nationwide Cohort,XGBoost with ACT-parity,0.23,Sweep,0.5178,0.3322,0.2021,0.931,0.4567,0.8136,0.3963,0.1723,0.331,0.3342,0.1932,-0.0215,False,True,None,40260,27602
Nationwide Cohort,XGBoost with ACT-parity,0.24,Sweep,0.5307,0.337,0.206,0.926,0.4722,0.8136,0.3963,0.1723,0.326,0.3298,0.2085,-0.0259,False,True,None,39298,28564
Nationwide Cohort,XGBoost with ACT-parity,0.25,Sweep,0.5425,0.3414,0.2096,0.9206,0.4866,0.8136,0.3963,0.1723,0.3206,0.3248,0.2152,-0.0305,False,True,None,38397,29465
Nationwide Cohort,XGBoost with ACT-parity,0.26,Sweep,0.5539,0.3457,0.2131,0.915,0.5005,0.8136,0.3963,0.1723,0.315,0.3215,0.2121,-0.035,False,True,None,37528,30334
Nationwide Cohort,XGBoost with ACT-parity,0.27,Sweep,0.5641,0.3493,0.2162,0.9081,0.5133,0.8136,0.3963,0.1723,0.3748,0.3877,0.2099,-0.0399,False,True,None,36713,31149
Nationwide Cohort,XGBoost with ACT-parity,0.28,Sweep,0.5739,0.3527,0.2192,0.9012,0.5255,0.8136,0.3963,0.1723,0.4345,0.4544,0.2031,-0.0447,False,True,None,35929,31933
Nationwide Cohort,XGBoost with ACT-parity,0.29,Sweep,0.5822,0.3557,0.2219,0.8952,0.536,0.8136,0.3963,0.1723,0.4285,0.4544,0.2043,-0.0498,False,True,None,35259,32603
Nationwide Cohort,XGBoost with ACT-parity,0.3,Sweep,0.5918,0.3594,0.2252,0.8888,0.5479,0.8136,0.3963,0.1723,0.4888,0.5025,0.1988,-0.0543,False,True,None,34497,33365
Nationwide Cohort,XGBoost with ACT-parity,0.31,Sweep,0.6003,0.363,0.2284,0.884,0.5584,0.8136,0.3963,0.1723,0.484,0.4992,0.1883,-0.059,False,True,None,33835,34027
Nationwide Cohort,XGBoost with ACT-parity,0.32,Sweep,0.6086,0.3662,0.2313,0.8778,0.5688,0.8136,0.3963,0.1723,0.4778,0.4942,0.1759,-0.0637,False,True,None,33167,34695
Nationwide Cohort,XGBoost with ACT-parity,0.33,Sweep,0.617,0.3696,0.2345,0.8718,0.5793,0.8136,0.3963,0.1723,0.4718,0.4917,0.189,-0.0682,False,True,None,32491,35371
Nationwide Cohort,XGBoost with ACT-parity,0.34,Sweep,0.6255,0.3737,0.2381,0.8674,0.5897,0.8136,0.3963,0.1723,0.5341,0.5559,0.1771,-0.0724,False,True,None,31838,36024
Nationwide Cohort,XGBoost with ACT-parity,0.35,Sweep,0.6336,0.3773,0.2415,0.862,0.5998,0.8136,0.3963,0.1723,0.5287,0.5501,0.1759,-0.0767,False,True,None,31196,36666
Nationwide Cohort,XGBoost with ACT-parity,0.36,Sweep,0.6411,0.3807,0.2447,0.8562,0.6093,0.8136,0.3963,0.1723,0.5229,0.5427,0.167,-0.0812,False,True,None,30581,37281
Nationwide Cohort,XGBoost with ACT-parity,0.37,Sweep,0.6483,0.3836,0.2477,0.8498,0.6185,0.8136,0.3963,0.1723,0.5165,0.5361,0.1706,-0.0857,False,True,None,29982,37880
Nationwide Cohort,XGBoost with ACT-parity,0.38,Sweep,0.6549,0.3859,0.2503,0.842,0.6272,0.8136,0.3963,0.1723,0.5087,0.5262,0.1653,-0.0906,False,True,None,29401,38461
Nationwide Cohort,XGBoost with ACT-parity,0.39,Sweep,0.6612,0.3879,0.2527,0.8334,0.6357,0.8136,0.3963,0.1723,0.5001,0.5171,0.16,-0.0956,False,True,None,28824,39038
Nationwide Cohort,XGBoost with ACT-parity,0.4,Sweep,0.6682,0.3912,0.2561,0.8275,0.6447,0.8136,0.3963,0.1723,0.5608,0.5788,0.1629,-0.0998,False,True,None,28240,39622
Nationwide Cohort,XGBoost with ACT-parity,0.41,Sweep,0.6744,0.3936,0.2589,0.8202,0.6529,0.8136,0.3963,0.1723,0.5535,0.573,0.1635,-0.1045,False,True,None,27691,40171
Nationwide Cohort,XGBoost with ACT-parity,0.42,Sweep,0.6807,0.396,0.2618,0.8127,0.6612,0.8136,0.3963,0.1723,0.5461,0.5631,0.1692,-0.1091,False,True,None,27135,40727
Nationwide Cohort,XGBoost with ACT-parity,0.43,Sweep,0.6869,0.3984,0.2647,0.8047,0.6695,0.8136,0.3963,0.1723,0.538,0.5556,0.1826,-0.1136,False,True,None,26574,41288
Nationwide Cohort,XGBoost with ACT-parity,0.44,Sweep,0.6936,0.4012,0.2681,0.7969,0.6783,0.8136,0.3963,0.1723,0.5303,0.549,0.1732,-0.1176,False,True,None,25985,41877
Nationwide Cohort,XGBoost with ACT-parity,0.45,Sweep,0.6997,0.4038,0.2713,0.7895,0.6864,0.8136,0.3963,0.1723,0.5228,0.5449,0.1663,-0.1218,False,True,None,25439,42423
Nationwide Cohort,XGBoost with ACT-parity,0.46,Sweep,0.7062,0.4065,0.2747,0.7813,0.6951,0.8136,0.3963,0.1723,0.5146,0.5333,0.1712,-0.1257,False,True,None,24857,43005
Nationwide Cohort,XGBoost with ACT-parity,0.47,Sweep,0.7118,0.4091,0.278,0.7744,0.7026,0.8136,0.3963,0.1723,0.5077,0.5242,0.1712,-0.13,False,True,None,24353,43509
Nationwide Cohort,XGBoost with ACT-parity,0.48,Sweep,0.7178,0.4116,0.2813,0.7663,0.7106,0.8136,0.3963,0.1723,0.4996,0.5152,0.1714,-0.134,False,True,None,23809,44053
Nationwide Cohort,XGBoost with ACT-parity,0.49,Sweep,0.7235,0.414,0.2848,0.7584,0.7184,0.8136,0.3963,0.1723,0.4917,0.5061,0.1768,-0.1381,False,True,None,23280,44582
Nationwide Cohort,XGBoost with ACT-parity,0.5,Default,0.7288,0.416,0.2878,0.7499,0.7256,0.8136,0.3963,0.1723,0.4832,0.497,0.1759,-0.1424,False,True,None,22776,45086
Nationwide Cohort,XGBoost baseline,0.1,Sweep,0.3131,0.2713,0.1571,0.9926,0.2126,0.8241,0.4167,0.169,0.0033,0.0107,0.1194,0.0516,False,True,None,55225,12637
Nationwide Cohort,XGBoost baseline,0.11,Sweep,0.3267,0.275,0.1597,0.9916,0.2283,0.8241,0.4167,0.169,0.0077,0.0161,0.1131,0.0446,False,True,None,54289,13573
Nationwide Cohort,XGBoost baseline,0.12,Sweep,0.3404,0.2787,0.1622,0.9895,0.2444,0.8241,0.4167,0.169,0.0091,0.0196,0.1123,0.0377,False,True,None,53319,14543
Nationwide Cohort,XGBoost baseline,0.13,Sweep,0.3544,0.2827,0.1649,0.9874,0.2609,0.8241,0.4167,0.169,0.0136,0.0261,0.1152,0.031,False,True,None,52330,15532
Nationwide Cohort,XGBoost baseline,0.14,Sweep,0.3687,0.2869,0.1679,0.986,0.2774,0.8241,0.4167,0.169,0.0122,0.0261,0.1239,0.0245,False,True,None,51339,16523
Nationwide Cohort,XGBoost baseline,0.15,Sweep,0.3834,0.2911,0.1708,0.9828,0.2948,0.8241,0.4167,0.169,0.0495,0.0667,0.1207,0.0182,False,True,None,50286,17576
Nationwide Cohort,XGBoost baseline,0.16,Sweep,0.3986,0.2955,0.174,0.9794,0.3127,0.8241,0.4167,0.169,0.0461,0.0667,0.1071,0.0121,False,True,None,49196,18666
Nationwide Cohort,XGBoost baseline,0.17,Sweep,0.4139,0.3003,0.1775,0.9767,0.3307,0.8241,0.4167,0.169,0.0433,0.0667,0.1132,0.0064,False,True,None,48107,19755
Nationwide Cohort,XGBoost baseline,0.18,Sweep,0.4293,0.3051,0.1809,0.9725,0.349,0.8241,0.4167,0.169,0.0392,0.0667,0.1095,0.0008,False,True,None,46989,20873
Nationwide Cohort,XGBoost baseline,0.19,Sweep,0.4457,0.3106,0.1849,0.9696,0.3682,0.8241,0.4167,0.169,0.0362,0.0667,0.11,-0.0042,False,True,None,45826,22036
Nationwide Cohort,XGBoost baseline,0.2,Sweep,0.462,0.316,0.1889,0.9646,0.3877,0.8241,0.4167,0.169,0.0313,0.0328,0.1083,-0.0091,False,True,None,44630,23232
Nationwide Cohort,XGBoost baseline,0.21,Sweep,0.4767,0.3209,0.1926,0.96,0.4052,0.8241,0.4167,0.169,0.0266,0.032,0.1147,-0.0141,False,True,None,43556,24306
Nationwide Cohort,XGBoost baseline,0.22,Sweep,0.4909,0.3254,0.1962,0.9531,0.4226,0.8241,0.4167,0.169,0.0198,0.027,0.114,-0.0191,False,True,None,42470,25392
Nationwide Cohort,XGBoost baseline,0.23,Sweep,0.5042,0.3298,0.1996,0.947,0.4387,0.8241,0.4167,0.169,0.0137,0.0237,0.1171,-0.0241,False,True,None,41463,26399
Nationwide Cohort,XGBoost baseline,0.24,Sweep,0.5167,0.3339,0.203,0.9405,0.454,0.8241,0.4167,0.169,0.032,0.0389,0.1049,-0.0291,False,True,None,40499,27363
Nationwide Cohort,XGBoost baseline,0.25,Sweep,0.5292,0.3384,0.2066,0.9349,0.4692,0.8241,0.4167,0.169,0.0329,0.0454,0.1169,-0.0337,False,True,None,39554,28308
Nationwide Cohort,XGBoost baseline,0.26,Sweep,0.541,0.3429,0.2102,0.9299,0.4835,0.8241,0.4167,0.169,0.0632,0.0705,0.1072,-0.0383,False,True,None,38662,29200
Nationwide Cohort,XGBoost baseline,0.27,Sweep,0.5523,0.3474,0.2138,0.9251,0.4972,0.8241,0.4167,0.169,0.0584,0.0672,0.1034,-0.0429,False,True,None,37813,30049
Nationwide Cohort,XGBoost baseline,0.28,Sweep,0.5627,0.3513,0.2172,0.9195,0.5099,0.8241,0.4167,0.169,0.0528,0.0664,0.1067,-0.0476,False,True,None,37010,30852
Nationwide Cohort,XGBoost baseline,0.29,Sweep,0.5727,0.3551,0.2204,0.9134,0.5224,0.8241,0.4167,0.169,0.0467,0.0614,0.1022,-0.0523,False,True,None,36222,31640
Nationwide Cohort,XGBoost baseline,0.3,Sweep,0.5826,0.3593,0.2239,0.9085,0.5344,0.8241,0.4167,0.169,0.0418,0.0581,0.1009,-0.0568,False,True,None,35466,32396
Nationwide Cohort,XGBoost baseline,0.31,Sweep,0.5923,0.3632,0.2273,0.9026,0.5464,0.8241,0.4167,0.169,0.0399,0.0587,0.1021,-0.0613,False,True,None,34705,33157
Nationwide Cohort,XGBoost baseline,0.32,Sweep,0.6017,0.3672,0.2308,0.897,0.5581,0.8241,0.4167,0.169,0.0408,0.0603,0.1011,-0.0656,False,True,None,33969,33893
Nationwide Cohort,XGBoost baseline,0.33,Sweep,0.6109,0.3712,0.2344,0.8915,0.5694,0.8241,0.4167,0.169,0.0484,0.0676,0.0994,-0.0699,False,True,None,33250,34612
Nationwide Cohort,XGBoost baseline,0.34,Sweep,0.6193,0.3744,0.2375,0.8843,0.5801,0.8241,0.4167,0.169,0.0608,0.0814,0.0978,-0.0745,False,True,None,32553,35309
Nationwide Cohort,XGBoost baseline,0.35,Sweep,0.6277,0.378,0.2408,0.8782,0.5907,0.8241,0.4167,0.169,0.0612,0.078,0.096,-0.0789,False,True,None,31877,35985
Nationwide Cohort,XGBoost baseline,0.36,Sweep,0.6361,0.3821,0.2446,0.8736,0.601,0.8241,0.4167,0.169,0.0566,0.0747,0.0953,-0.083,False,True,None,31223,36639
Nationwide Cohort,XGBoost baseline,0.37,Sweep,0.6435,0.3851,0.2475,0.8665,0.6106,0.8241,0.4167,0.169,0.0665,0.0868,0.102,-0.0876,False,True,None,30597,37265
Nationwide Cohort,XGBoost baseline,0.38,Sweep,0.6517,0.3887,0.2511,0.8595,0.621,0.8241,0.4167,0.169,0.1262,0.1468,0.0966,-0.0916,False,True,None,29918,37944
Nationwide Cohort,XGBoost baseline,0.39,Sweep,0.6589,0.3915,0.2542,0.852,0.6304,0.8241,0.4167,0.169,0.1853,0.2085,0.0977,-0.0961,False,True,None,29298,38564
Nationwide Cohort,XGBoost baseline,0.4,Sweep,0.6671,0.3957,0.2582,0.8461,0.6407,0.8241,0.4167,0.169,0.1795,0.2036,0.088,-0.0997,False,True,None,28640,39222
Nationwide Cohort,XGBoost baseline,0.41,Sweep,0.6742,0.3988,0.2616,0.8388,0.6499,0.8241,0.4167,0.169,0.1721,0.1945,0.0854,-0.1039,False,True,None,28032,39830
Nationwide Cohort,XGBoost baseline,0.42,Sweep,0.6818,0.402,0.2652,0.8306,0.6598,0.8241,0.4167,0.169,0.2972,0.322,0.0865,-0.1077,False,True,None,27375,40487
Nationwide Cohort,XGBoost baseline,0.43,Sweep,0.6884,0.4042,0.2682,0.8207,0.6688,0.8241,0.4167,0.169,0.2874,0.3129,0.0898,-0.1119,False,True,None,26753,41109
Nationwide Cohort,XGBoost baseline,0.44,Sweep,0.6959,0.4077,0.2721,0.8125,0.6787,0.8241,0.4167,0.169,0.2792,0.3088,0.0819,-0.1153,False,True,None,26097,41765
Nationwide Cohort,XGBoost baseline,0.45,Sweep,0.7031,0.411,0.2761,0.8043,0.6882,0.8241,0.4167,0.169,0.3376,0.3639,0.0784,-0.1187,False,True,None,25465,42397
Nationwide Cohort,XGBoost baseline,0.46,Sweep,0.7097,0.4138,0.2796,0.7954,0.697,0.8241,0.4167,0.169,0.3288,0.3581,0.0764,-0.1224,False,True,None,24864,42998
Nationwide Cohort,XGBoost baseline,0.47,Sweep,0.7155,0.4162,0.2829,0.7873,0.7049,0.8241,0.4167,0.169,0.3207,0.3515,0.0764,-0.1266,False,True,None,24328,43534
Nationwide Cohort,XGBoost baseline,0.48,Sweep,0.7221,0.4193,0.2868,0.7787,0.7137,0.8241,0.4167,0.169,0.3121,0.3441,0.0758,-0.1299,False,True,None,23731,44131
Nationwide Cohort,XGBoost baseline,0.49,Sweep,0.7282,0.4217,0.2905,0.7695,0.7221,0.8241,0.4167,0.169,0.3028,0.3309,0.0749,-0.1335,False,True,None,23155,44707
Nationwide Cohort,XGBoost baseline,0.5,Default,0.7342,0.4243,0.2943,0.7603,0.7304,0.8241,0.4167,0.169,0.2937,0.3226,0.0759,-0.137,False,True,None,22586,45276
Nationwide Cohort,LightGBM baseline,0.1,Sweep,0.3484,0.2811,0.1638,0.9891,0.2537,0.8256,0.4237,0.1647,0.0558,0.0567,0.1008,0.0552,False,True,None,52769,15093
Nationwide Cohort,LightGBM baseline,0.11,Sweep,0.3633,0.2852,0.1667,0.9859,0.2712,0.8256,0.4237,0.1647,0.0526,0.0534,0.1018,0.0485,False,True,None,51704,16158
Nationwide Cohort,LightGBM baseline,0.12,Sweep,0.3792,0.2898,0.17,0.9835,0.2899,0.8256,0.4237,0.1647,0.0502,0.0518,0.1027,0.0423,False,True,None,50581,17281
Nationwide Cohort,LightGBM baseline,0.13,Sweep,0.3947,0.2945,0.1732,0.9807,0.3081,0.8256,0.4237,0.1647,0.0473,0.0485,0.1059,0.0362,False,True,None,49478,18384
Nationwide Cohort,LightGBM baseline,0.14,Sweep,0.4094,0.2989,0.1764,0.9775,0.3254,0.8256,0.4237,0.1647,0.0441,0.0452,0.108,0.0302,False,True,None,48426,19436
Nationwide Cohort,LightGBM baseline,0.15,Sweep,0.4244,0.3037,0.1799,0.9747,0.3431,0.8256,0.4237,0.1647,0.1081,0.1102,0.108,0.0246,False,True,None,47358,20504
Nationwide Cohort,LightGBM baseline,0.16,Sweep,0.4394,0.3088,0.1836,0.9722,0.3607,0.8256,0.4237,0.1647,0.1055,0.1094,0.1081,0.0191,False,True,None,46296,21566
Nationwide Cohort,LightGBM baseline,0.17,Sweep,0.4526,0.3129,0.1866,0.9679,0.3764,0.8256,0.4237,0.1647,0.1012,0.1028,0.1231,0.0134,False,True,None,45328,22534
Nationwide Cohort,LightGBM baseline,0.18,Sweep,0.4657,0.3172,0.1899,0.9635,0.3921,0.8256,0.4237,0.1647,0.0968,0.1011,0.1116,0.0079,False,True,None,44359,23503
Nationwide Cohort,LightGBM baseline,0.19,Sweep,0.4785,0.3217,0.1932,0.9603,0.4072,0.8256,0.4237,0.1647,0.0936,0.1003,0.1079,0.0026,False,True,None,43440,24422
Nationwide Cohort,LightGBM baseline,0.2,Sweep,0.4905,0.3256,0.1963,0.955,0.4218,0.8256,0.4237,0.1647,0.0884,0.0986,0.109,-0.0029,False,True,None,42534,25328
Nationwide Cohort,LightGBM baseline,0.21,Sweep,0.5018,0.3289,0.199,0.9477,0.4359,0.8256,0.4237,0.1647,0.1477,0.1587,0.1092,-0.0086,False,True,None,41634,26228
Nationwide Cohort,LightGBM baseline,0.22,Sweep,0.5137,0.3329,0.2022,0.9419,0.4504,0.8256,0.4237,0.1647,0.1419,0.1554,0.1126,-0.0137,False,True,None,40723,27139
Nationwide Cohort,LightGBM baseline,0.23,Sweep,0.5253,0.3373,0.2056,0.9381,0.4643,0.8256,0.4237,0.1647,0.1381,0.1504,0.1256,-0.0186,False,True,None,39874,27988
Nationwide Cohort,LightGBM baseline,0.24,Sweep,0.5363,0.3415,0.209,0.9335,0.4776,0.8256,0.4237,0.1647,0.1335,0.1471,0.1278,-0.0235,False,True,None,39046,28816
Nationwide Cohort,LightGBM baseline,0.25,Sweep,0.546,0.3449,0.2118,0.9277,0.4896,0.8256,0.4237,0.1647,0.1277,0.1405,0.1091,-0.0287,False,True,None,38285,29577
Nationwide Cohort,LightGBM baseline,0.26,Sweep,0.556,0.3488,0.215,0.923,0.5017,0.8256,0.4237,0.1647,0.123,0.1364,0.1098,-0.0336,False,True,None,37527,30335
Nationwide Cohort,LightGBM baseline,0.27,Sweep,0.5653,0.3524,0.218,0.918,0.5132,0.8256,0.4237,0.1647,0.118,0.1355,0.1107,-0.0386,False,True,None,36804,31058
Nationwide Cohort,LightGBM baseline,0.28,Sweep,0.5751,0.3564,0.2214,0.9133,0.5251,0.8256,0.4237,0.1647,0.1133,0.1298,0.1087,-0.0432,False,True,None,36057,31805
Nationwide Cohort,LightGBM baseline,0.29,Sweep,0.5843,0.3603,0.2247,0.909,0.5363,0.8256,0.4237,0.1647,0.109,0.1273,0.1115,-0.0479,False,True,None,35362,32500
Nationwide Cohort,LightGBM baseline,0.3,Sweep,0.5934,0.3644,0.2281,0.9049,0.5473,0.8256,0.4237,0.1647,0.1049,0.1223,0.107,-0.0525,False,True,None,34673,33189
Nationwide Cohort,LightGBM baseline,0.31,Sweep,0.6021,0.3679,0.2312,0.8988,0.5583,0.8256,0.4237,0.1647,0.0988,0.1149,0.1064,-0.0571,False,True,None,33972,33890
Nationwide Cohort,LightGBM baseline,0.32,Sweep,0.6108,0.3715,0.2345,0.8931,0.569,0.8256,0.4237,0.1647,0.1598,0.1791,0.1024,-0.0616,False,True,None,33287,34575
Nationwide Cohort,LightGBM baseline,0.33,Sweep,0.6191,0.3748,0.2376,0.8864,0.5795,0.8256,0.4237,0.1647,0.1531,0.1725,0.1018,-0.0663,False,True,None,32607,35255
Nationwide Cohort,LightGBM baseline,0.34,Sweep,0.6268,0.3781,0.2407,0.8808,0.5892,0.8256,0.4237,0.1647,0.1475,0.1658,0.1038,-0.0709,False,True,None,31986,35876
Nationwide Cohort,LightGBM baseline,0.35,Sweep,0.635,0.3819,0.2442,0.8756,0.5994,0.8256,0.4237,0.1647,0.209,0.2251,0.1014,-0.0751,False,True,None,31339,36523
Nationwide Cohort,LightGBM baseline,0.36,Sweep,0.6426,0.3852,0.2475,0.8694,0.6091,0.8256,0.4237,0.1647,0.2694,0.2851,0.0965,-0.0796,False,True,None,30709,37153
Nationwide Cohort,LightGBM baseline,0.37,Sweep,0.6501,0.3883,0.2506,0.862,0.6188,0.8256,0.4237,0.1647,0.262,0.2785,0.0928,-0.084,False,True,None,30072,37790
Nationwide Cohort,LightGBM baseline,0.38,Sweep,0.6574,0.3913,0.2537,0.8551,0.6282,0.8256,0.4237,0.1647,0.2551,0.2711,0.0928,-0.0884,False,True,None,29457,38405
Nationwide Cohort,LightGBM baseline,0.39,Sweep,0.6648,0.3945,0.2571,0.8478,0.6377,0.8256,0.4237,0.1647,0.3145,0.3303,0.0902,-0.0926,False,True,None,28829,39033
Nationwide Cohort,LightGBM baseline,0.4,Sweep,0.6724,0.3981,0.2607,0.8409,0.6475,0.8256,0.4237,0.1647,0.3075,0.3245,0.0885,-0.0964,False,True,None,28189,39673
Nationwide Cohort,LightGBM baseline,0.41,Sweep,0.6788,0.4004,0.2636,0.8325,0.6561,0.8256,0.4237,0.1647,0.2992,0.3146,0.0884,-0.101,False,True,None,27609,40253
Nationwide Cohort,LightGBM baseline,0.42,Sweep,0.6862,0.4035,0.2672,0.8242,0.6658,0.8256,0.4237,0.1647,0.4242,0.4397,0.0862,-0.1047,False,True,None,26965,40897
Nationwide Cohort,LightGBM baseline,0.43,Sweep,0.6934,0.4075,0.2713,0.8186,0.6749,0.8256,0.4237,0.1647,0.4186,0.4364,0.0861,-0.1082,False,True,None,26373,41489
Nationwide Cohort,LightGBM baseline,0.44,Sweep,0.6998,0.41,0.2745,0.8099,0.6835,0.8256,0.4237,0.1647,0.4099,0.4298,0.0891,-0.1123,False,True,None,25789,42073
Nationwide Cohort,LightGBM baseline,0.45,Sweep,0.7067,0.4125,0.278,0.7995,0.693,0.8256,0.4237,0.1647,0.3995,0.4174,0.0928,-0.1159,False,True,None,25141,42721
Nationwide Cohort,LightGBM baseline,0.46,Sweep,0.714,0.4162,0.2823,0.7914,0.7025,0.8256,0.4237,0.1647,0.3914,0.4083,0.0939,-0.1188,False,True,None,24505,43357
Nationwide Cohort,LightGBM baseline,0.47,Sweep,0.7212,0.42,0.2869,0.7835,0.712,0.8256,0.4237,0.1647,0.3835,0.4025,0.0966,-0.1216,False,True,None,23876,43986
Nationwide Cohort,LightGBM baseline,0.48,Sweep,0.7275,0.4234,0.291,0.7766,0.7203,0.8256,0.4237,0.1647,0.3766,0.3934,0.0984,-0.1249,False,True,None,23326,44536
Nationwide Cohort,LightGBM baseline,0.49,Sweep,0.7339,0.4259,0.2949,0.7663,0.7291,0.8256,0.4237,0.1647,0.3663,0.3851,0.0993,-0.128,False,True,None,22711,45151
Nationwide Cohort,LightGBM baseline,0.5,Default,0.7402,0.4284,0.2989,0.7559,0.7379,0.8256,0.4237,0.1647,0.3559,0.3785,0.0945,-0.131,False,True,None,22102,45760
Nationwide Cohort,LightGBM with ACT-parity,0.1,Sweep,0.3407,0.2779,0.1617,0.9847,0.2455,0.8129,0.3999,0.1716,0.4513,0.4574,0.3916,0.0538,False,True,None,53213,14649
Nationwide Cohort,LightGBM with ACT-parity,0.11,Sweep,0.3577,0.2825,0.165,0.9817,0.2654,0.8129,0.3999,0.1716,0.4484,0.4545,0.3787,0.0473,False,True,None,52011,15851
Nationwide Cohort,LightGBM with ACT-parity,0.12,Sweep,0.3742,0.287,0.1682,0.9778,0.285,0.8129,0.3999,0.1716,0.4445,0.4508,0.3883,0.041,False,True,None,50820,17042
Nationwide Cohort,LightGBM with ACT-parity,0.13,Sweep,0.3911,0.2919,0.1717,0.9746,0.3048,0.8129,0.3999,0.1716,0.4413,0.448,0.3776,0.035,False,True,None,49619,18243
Nationwide Cohort,LightGBM with ACT-parity,0.14,Sweep,0.4069,0.2968,0.1751,0.9717,0.3234,0.8129,0.3999,0.1716,0.4384,0.4448,0.3785,0.0292,False,True,None,48498,19364
Nationwide Cohort,LightGBM with ACT-parity,0.15,Sweep,0.422,0.3014,0.1785,0.9677,0.3414,0.8129,0.3999,0.1716,0.5011,0.5082,0.3695,0.0234,False,True,None,47399,20463
Nationwide Cohort,LightGBM with ACT-parity,0.16,Sweep,0.4379,0.3062,0.1821,0.9632,0.3602,0.8129,0.3999,0.1716,0.4965,0.5032,0.3553,0.0179,False,True,None,46245,21617
Nationwide Cohort,LightGBM with ACT-parity,0.17,Sweep,0.4514,0.3104,0.1852,0.9588,0.3763,0.8129,0.3999,0.1716,0.4921,0.499,0.3703,0.0122,False,True,None,45253,22609
Nationwide Cohort,LightGBM with ACT-parity,0.18,Sweep,0.465,0.315,0.1886,0.9548,0.3926,0.8129,0.3999,0.1716,0.4881,0.4956,0.3605,0.0068,False,True,None,44257,23605
Nationwide Cohort,LightGBM with ACT-parity,0.19,Sweep,0.4785,0.3197,0.1922,0.9516,0.4085,0.8129,0.3999,0.1716,0.4849,0.4931,0.3645,0.0017,False,True,None,43288,24574
Nationwide Cohort,LightGBM with ACT-parity,0.2,Sweep,0.4908,0.324,0.1954,0.9475,0.4232,0.8129,0.3999,0.1716,0.4808,0.4891,0.3562,-0.0036,False,True,None,42381,25481
Nationwide Cohort,LightGBM with ACT-parity,0.21,Sweep,0.5029,0.3278,0.1985,0.9409,0.4382,0.8129,0.3999,0.1716,0.5409,0.5497,0.3475,-0.0089,False,True,None,41441,26421
Nationwide Cohort,LightGBM with ACT-parity,0.22,Sweep,0.514,0.3315,0.2015,0.9356,0.4517,0.8129,0.3999,0.1716,0.5356,0.5444,0.3473,-0.0142,False,True,None,40594,27268
Nationwide Cohort,LightGBM with ACT-parity,0.23,Sweep,0.5256,0.3357,0.2048,0.9304,0.4658,0.8129,0.3999,0.1716,0.5304,0.5392,0.3396,-0.0192,False,True,None,39718,28144
