Cohort,Setting,Cohort Size,Num Features,Model,Metric,Mean,CI_Lower,CI_Upper,Formatted
Texas Cohort - Urban,Urban,36518,756,Random Forest,F1_Score,0.29187530590080113,0.27387128960325285,0.3097799264431143,0.2919 (0.2739 - 0.3098)
Texas Cohort - Urban,Urban,36518,756,Random Forest,Accuracy,0.649156626506024,0.6380065717415115,0.6595084884994523,0.6492 (0.6380 - 0.6595)
Texas Cohort - Urban,Urban,36518,756,Random Forest,Precision,0.2063827175561088,0.19162951804177591,0.22281051049498798,0.2064 (0.1916 - 0.2228)
Texas Cohort - Urban,Urban,36518,756,Random Forest,Recall_Sensitivity,0.49861711278517057,0.4657223420688186,0.5262270893371759,0.4986 (0.4657 - 0.5262)
Texas Cohort - Urban,Urban,36518,756,Random Forest,Specificity,0.6747012720773301,0.6626756361794267,0.6867616455402602,0.6747 (0.6627 - 0.6868)
Texas Cohort - Urban,Urban,36518,756,Random Forest,Brier_Score,0.1343946058183334,0.12964124598985124,0.13785345392608617,0.1344 (0.1296 - 0.1379)
Texas Cohort - Urban,Urban,36518,756,Gradient Boosting,ROC_AUC,0.7008500263389479,0.6837518528053621,0.7187110183463925,0.7009 (0.6838 - 0.7187)
Texas Cohort - Urban,Urban,36518,756,Gradient Boosting,PR_AUC,0.32795822105931793,0.2999675988384011,0.3559012510153948,0.3280 (0.3000 - 0.3559)
Texas Cohort - Urban,Urban,36518,756,Gradient Boosting,F1_Score,0.3545945575079223,0.33419200180973724,0.37521113154531427,0.3546 (0.3342 - 0.3752)
Texas Cohort - Urban,Urban,36518,756,Gradient Boosting,Accuracy,0.7565909090909091,0.7472275465498357,0.7654709748083242,0.7566 (0.7472 - 0.7655)
Texas Cohort - Urban,Urban,36518,756,Gradient Boosting,Precision,0.28815624672110135,0.26849683550808645,0.3063151860074841,0.2882 (0.2685 - 0.3063)
Texas Cohort - Urban,Urban,36518,756,Gradient Boosting,Recall_Sensitivity,0.4611267395196025,0.4328296683411265,0.4879412147355891,0.4611 (0.4328 - 0.4879)
Texas Cohort - Urban,Urban,36518,756,Gradient Boosting,Specificity,0.8067220128317959,0.7962378095854337,0.8161641967194443,0.8067 (0.7962 - 0.8162)
Texas Cohort - Urban,Urban,36518,756,Gradient Boosting,Brier_Score,0.19987917729825452,0.19689430930627694,0.20274163531273418,0.1999 (0.1969 - 0.2027)
Texas Cohort - Urban,Urban,36518,756,Logistic Regression,ROC_AUC,0.690079637344643,0.6725661854345977,0.704593746314495,0.6901 (0.6726 - 0.7046)
Texas Cohort - Urban,Urban,36518,756,Logistic Regression,PR_AUC,0.3149940506192463,0.2859196764038863,0.34275716837541764,0.3150 (0.2859 - 0.3428)
Texas Cohort - Urban,Urban,36518,756,Logistic Regression,F1_Score,0.3417576684582893,0.3181155451582995,0.3634256058723007,0.3418 (0.3181 - 0.3634)
Texas Cohort - Urban,Urban,36518,756,Logistic Regression,Accuracy,0.7799979463307777,0.7712178258488499,0.7893311883899233,0.7800 (0.7712 - 0.7893)
Texas Cohort - Urban,Urban,36518,756,Logistic Regression,Precision,0.30193317427458255,0.27907438969233656,0.3229266908056382,0.3019 (0.2791 - 0.3229)
Texas Cohort - Urban,Urban,36518,756,Logistic Regression,Recall_Sensitivity,0.39391269749101115,0.36469235798156036,0.42224764821371796,0.3939 (0.3647 - 0.4222)
Texas Cohort - Urban,Urban,36518,756,Logistic Regression,Specificity,0.8455101254251098,0.8374581787801179,0.852954705025474,0.8455 (0.8375 - 0.8530)
Texas Cohort - Urban,Urban,36518,756,Logistic Regression,Brier_Score,0.21197857475081824,0.2082332087974021,0.21560634468116618,0.2120 (0.2082 - 0.2156)
Texas Cohort - Rural,Rural,25931,756,LightGBM,ROC_AUC,0.679882396316529,0.6624764697212104,0.6990614824526113,0.6799 (0.6625 - 0.6991)
Texas Cohort - Rural,Rural,25931,756,LightGBM,PR_AUC,0.2939069055832963,0.270116511253764,0.3250429015969056,0.2939 (0.2701 - 0.3250)
Texas Cohort - Rural,Rural,25931,756,LightGBM,F1_Score,0.32310946444499644,0.30288889948054465,0.3438088720965565,0.3231 (0.3029 - 0.3438)
Texas Cohort - Rural,Rural,25931,756,LightGBM,Accuracy,0.5657239251976094,0.552332754964334,0.5808897243107769,0.5657 (0.5523 - 0.5809)
Texas Cohort - Rural,Rural,25931,756,LightGBM,Precision,0.21066459549667743,0.19418480263885307,0.2259043649024262,0.2107 (0.1942 - 0.2259)
Texas Cohort - Rural,Rural,25931,756,LightGBM,Recall_Sensitivity,0.6936664736572621,0.6666666666666666,0.7215340633140536,0.6937 (0.6667 - 0.7215)
Texas Cohort - Rural,Rural,25931,756,LightGBM,Specificity,0.5432470824276848,0.5273375866090416,0.5578505253590647,0.5432 (0.5273 - 0.5579)
Texas Cohort - Rural,Rural,25931,756,LightGBM,Brier_Score,0.14563695975251573,0.1405672474019292,0.1514743240638035,0.1456 (0.1406 - 0.1515)
Texas Cohort - Rural,Rural,25931,756,XGBoost,ROC_AUC,0.6920368395458398,0.6749895856770606,0.7124994865048073,0.6920 (0.6750 - 0.7125)
Texas Cohort - Rural,Rural,25931,756,XGBoost,PR_AUC,0.32032575978362254,0.2927363964283355,0.3518568175615697,0.3203 (0.2927 - 0.3519)
Texas Cohort - Rural,Rural,25931,756,XGBoost,F1_Score,0.3538140212684674,0.3275865127500336,0.38024883520204666,0.3538 (0.3276 - 0.3802)
Texas Cohort - Rural,Rural,25931,756,XGBoost,Accuracy,0.7751272411798728,0.7649652978600348,0.7858203200308463,0.7751 (0.7650 - 0.7858)
Texas Cohort - Rural,Rural,25931,756,XGBoost,Precision,0.31015172812703967,0.28285922663816354,0.3363931982828798,0.3102 (0.2829 - 0.3364)
Texas Cohort - Rural,Rural,25931,756,XGBoost,Recall_Sensitivity,0.412153883535284,0.3795482950403066,0.4487925170068027,0.4122 (0.3795 - 0.4488)
Texas Cohort - Rural,Rural,25931,756,XGBoost,Specificity,0.8389189155282675,0.8282017994764894,0.8488932660050963,0.8389 (0.8282 - 0.8489)
Texas Cohort - Rural,Rural,25931,756,XGBoost,Brier_Score,0.16271293790357105,0.15762055344337858,0.16669224596664836,0.1627 (0.1576 - 0.1667)
Texas Cohort - Rural,Rural,25931,756,CatBoost,ROC_AUC,0.7063150279622203,0.6880908054239017,0.7241552448362546,0.7063 (0.6881 - 0.7242)
Texas Cohort - Rural,Rural,25931,756,CatBoost,PR_AUC,0.3406371166026601,0.31121236382459605,0.371673825063234,0.3406 (0.3112 - 0.3717)
Texas Cohort - Rural,Rural,25931,756,CatBoost,F1_Score,0.36616318902084144,0.33694387354167926,0.3886493939672156,0.3662 (0.3369 - 0.3886)
Texas Cohort - Rural,Rural,25931,756,CatBoost,Accuracy,0.7653065355696934,0.7530267977636399,0.7765664160401002,0.7653 (0.7530 - 0.7766)
Texas Cohort - Rural,Rural,25931,756,CatBoost,Precision,0.3070721413186567,0.28180566099658333,0.3310122995615506,0.3071 (0.2818 - 0.3310)
Texas Cohort - Rural,Rural,25931,756,CatBoost,Recall_Sensitivity,0.453819047344199,0.4179228276743337,0.4912540121471058,0.4538 (0.4179 - 0.4913)
Texas Cohort - Rural,Rural,25931,756,CatBoost,Specificity,0.8200578690840817,0.8076278320630604,0.8316459490193021,0.8201 (0.8076 - 0.8316)
